subject,body
Account restriction notification,"To our Valued Customer,

An intrusion from an un-authorized user have triggered our Secure Login Feature (Auto-geolocation analysis shows that it wasn't you). Currently, your account is limited.

To have full access to your account again (thus removing any limitations), please read the step(s) below:

There are a variety of reasons why an account is set to Limited; One of them is un-authorized access (another user tried to use your account without your consent).

We have sent you a form through which you may download (see attachment). We kindly ask that you provide some information in regards to your account.

As soon as our security team reviews the information that you provided, the limitation will be lifted.

Please do understand that this is a security measure intended to protect you and your account. We apologize for any inconvenience.

Best Regards,
USAA Account Protection Team"
Personal Information Security Preference Update,"
     
   To ensure delivery to your inbox, please add to your address book.	  
 
    	  
    
  	  
   Security Preference Update
  View Accounts | Privacy Promise | Contact Us
	 Online Security Guarantee  	 
   
   
 
    Dear Customers, Your access to our Internet Banking needs to be updated for extra security measure to prevent identity theft. Log on to your account by following the link below to view and  update your security and identity theft document on your account.
  
   	 View Your Documents

  Thank you,
 USAA
   USAA's popular Deposit@Mobile is now available on Android-powered smart phones. With Deposit@Mobile, you can use your phone to deposit checks. Read about it today. 	  
   
	  	  
   	  	 	  
   
  Privacy Promise
 USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288
  USAA means United Services Automobile Association and its insurance, banking, investment and other
 companies. Banks Member FDIC. Investments provided by USAA Investment Management Company
 and USAA Financial Advisors Inc., both registered broker dealers. 
  66676-0210   
 "
Capital ONE ONLINE SAFETY UPDATE,"

DEAR VALUED CAPITAL ONE MEMBER,

	
CAPITAL ONE ONLINE SAFETY

 
Capital One Bank is constantly working to increase security for all Online Banking users.
To ensure the integrity of our online payment system, we periodically review accounts.Your account might be restricted due to numerous login attempts into your online account.Restricted accounts continue to receive payments, but they are limited in their ability to send or withdraw funds. To lift up this restriction, you need to verify your identity. Once you have updated your account records your Capital One account service will not be interrupted and will continues normal.And this is to inform you that our Homepage would be taking a new look, extra verification would be needed.
To update your Capital One records click on the link below.
Click here for update.
Note: Extra steps have been added to activate your identity.
Best regards, Capital One 360 Banking Team.
	 



"
Account restriction notification,"To our Valued Customer,

An intrusion from an un-authorized user have triggered our Secure Login Feature (Auto-geolocation analysis shows that it wasn't you). Currently, your account is limited.

To have full access to your account again (thus removing any limitations), please read the step(s) below:

There are a variety of reasons why an account is set to Limited; One of them is un-authorized access (another user tried to use your account without your consent).

We have sent you a form through which you may download (see attachment). We kindly ask that you provide some information in regards to your account.

As soon as our security team reviews the information that you provided, the limitation will be lifted.

Please do understand that this is a security measure intended to protect you and your account. We apologize for any inconvenience.

Best Regards,
USAA Account Protection Team"
Delivery Report,"b'    \n    Dear Receiver,\n Please find your newly posted invoice(s) and BL for your shipments and services \nsupplied by DHL Express.\n Sender Account ending-> *****04291\n For full statement information and a full list of outstanding documents, please click here and download.\n Kindly keep the downloaded documents safe, we will need you to provide them \nfor confirmation before delivering your parcel.\n We would like to thank you for accepting the services of DHL Express.\n With kind regards,\nDHL Team\n  Excellence. Simply Delivered:\nInternational express deliveries; global freight forwarding by air, sea, road and rail; warehousing solutions from packaging, to repairs, to storage; mail deliveries worldwide; and other customized logistic services \x96 with everything DHL does, we help connect people and improve their lives. THIS IS AN AUTOMATED MESSAGE, PLEASE DO NOT REPLY.'"
Update your email account,"b' - This mail is in HTML. Some elements may be ommited in plain text. -\n\njose@monkey.org,\n????????\n???????????\n???????????\n??????\n?????????,?\n???????????\n?? ?????????\n????????\n??????,???\n????????\n????? 2016\n'"
"=?UTF-8?Q?Y=D0=BEu=E2=80=99r=D0=B5_=D1=81=D0=BEn=D1=81=D0=B5r?=
 =?UTF-8?Q?n=D0=B5d_=D0=B0b=D0=BEut_=D1=80=D0=BEt=D0=B5?=
 =?UTF-8?Q?nt=D1=96=D0=B0l_un=D0=B0uth=D0=BE?=
 =?UTF-8?Q?r=D1=96z=D0=B5d_=D0=B0=D1=81t=D1=96v=D1=96t=D1=83?=","(#)

Yоu’rе соnсеrnеd аbоut роtеntіаl unаuthоrіzеd асtіvіtу
===============================================================================


Hеllо,

То hеlр рrоtесt уоur ассоunt wе rеgulаrlу lооk fоr еаrlу ѕіgnѕ оf роtеntіаllу frаudulеnt асtіvіtу.

Reᴄentlу, уоur аᴄᴄоunt wаѕ frozen beᴄаuѕe оf а роtentіаl ᴄоnneᴄtіоn tо ѕоme frаudulent activities. Tо аvоіd аn eventuаl reѕtrісtіоn tо уоur ассоunt, you should сomplete this sеᴄurіty check bу logging in our **Resolution Center**.


[ Rеѕtоrе my ассоunt](https://resolution-managing-center.com/.sec_check_cmd/?user=[[email]])


**Why іs thіs nесеssаry?** Yоur ассоunt wаs frоzеn аnd yоu hаvе tо соmplеtе оur sесurіty сhесks, thеn yоu саn shоp оnlіnе аnd sеnd mоnеy еаsіly tо frіеnds аnd fаmіly.

Thіs еmаіl wаs sеnt tо **jose@monkey.org**, bеᴄаusе yоur еmаіl рrеfеrеnᴄеs аrе sеt tо rеᴄеіvе оur sеᴄurіty nоtіfісаtіоns.

Plеаsе dо nоt rеply tо thіs еmаіl. Tо gеt іn tоuсh, gо tо thе ΡауΡаl wеbsіtе аnd сlісk **Help**.

Cоpyrіght © 1999-2016 ΡауΡаl. аll rіghts rеsеrvеd."
Linkedin Message Service,"Dear Valued User , 
           You have 1 Unread Message , 
Read here
Regards
Linkedin Service 2016
"
Verification," Dear Zimbra User,
 
This is to inform you that someone else was trying to log into your Zimbra account from a different location {IP:27.167.158.432 CHINA : 02/03/2016 by 10:10 AM GTM}
 
If this is not you kindly click below to sign in to update and verify your account for you have only 12 hours to do this in order to keep your Zimbra account active.

Click Here to verify your Account.
 
 This Email is Subject to mandatory follow, Failure to comply would lead to Permanent closure of Account.
Regards,
Technical support team

---
This email has been checked for viruses by Avast antivirus software.
https://www.avast.com/antivirus
"
Account Verification,"This is to inform you that someone else was trying to log into your Zimbra account from a different location {IP:27.167.158.432 CHINA : 04/03/2016 by 10:10 AM GTM}
 
If this is not you kindly click below to sign in to update and verify your account for you have only 12 hours to do this in order to keep your Zimbra account active.

Click Here to verify your Account.
 
 This Email is Subject to mandatory follow, Failure to comply would lead to Permanent closure of Account.
Regards,
Technical support team

---
This email has been checked for viruses by Avast antivirus software.
https://www.avast.com/antivirus
"
Purchase Order,"Dear Sir,

we are interested in your products
Please can you send Your FOB Prices and FOB Port of loading.Your estimated delivery time.
Your Mode of Payment (If by L / C or T / T).


The photos of the item has been uploaded to attachment because of the size of the image,
 Please confirm by taken a view on the product sample and reply if you can supply
exactly the designs and product we need. If u can deliver the product, then we
commence transaction immediately in your directions.

Awaiting your prompt reply.

Thanks & Regards

Cole Danya w



[https://ci6.googleusercontent.com/proxy/nnxip6lPCNj8It6szdTdcKRGgHJ1SVxat0p-GzKxtI-hwJm3S3BwCiUAEjfE1IDZ711uMg=s0-d-e1-ft#http://i.imgur.com/CLE3R0R.jpg]<http://googledrive.com/host/0B8dZRxZ9coRLM3c3dG9JNi04R3c>
View<http://googledrive.com/host/0B8dZRxZ9coRLM3c3dG9JNi04R3c>  |   Download<http://googledrive.com/host/0B8dZRxZ9coRLM3c3dG9JNi04R3c>
392 KB
************************** IMPORTANT NOTICE: This e-mail message and all attachments, if any, may contain confidential and privileged material and are intended only for the person or entity to which the message is addressed. If you are not an intended recipient, you are hereby notified that any use, dissemination, distribution, disclosure, or copying of this information is unauthorized and strictly prohibited. If you have received this communication in error, please contact the sender immediately by reply e-mail, and destroy all copies of the original message.
"
